index,slang_word,correct_word
17722,vacum,vakum
17723,diriny,daring
17724,ing,in-
17725,bngsa,bangsa
17726,novv,nova
17727,diungkit2,dingkit
17728,sdra,sara
17729,pil4t,pilot
17730,wakmu,waktu
17731,salaman,salaian
17732,ngagetin,
17733,preeeet,
17734,disemprot,
17735,kuatt,kuart
17736,ikutaann,ikutan
17737,salanya,sabana
17738,free,faret
17739,takamura,takabur
17740,3mg,
17741,dikursi,difusi
17742,poomsae,
17743,dipapua,dipupuk
17744,mlut,maut
17745,sharelok,
17746,mmecah,memecah
17747,lbs,las
17748,diluar,diar
17749,spek,sek
17750,nyemburrrr,
17751,kekerasannya,
17752,limbad,limbah
17753,naz,na
17754,sgera,segera
17755,beehh,bedah
17756,antarabangsa,antarbangsa
17757,bgne2,benep
17758,coggg,coang
17759,yea,ya
17760,limousin,limosin
17761,upssss,
17762,bianknyaa,
17763,trbaik,terbaik
17764,ngarap,ngarai
17765,simanjuntak,
17766,360,
17767,ketidak,ketiak
17768,awalnya,adanya
17769,indonesian,indonesia
17770,niee,nike
17771,toknya,tanya
17772,inimh,inam
17773,mantanya,makanya
17774,diseling,
17775,nanay,nanah
17776,hehee,hebel
17777,kepalaitbung,
17778,islm,isim
17779,pmote,peot
17780,propkatornya,
17781,fentil,fertil
17782,ramut,rabut
17783,gka,ga
17784,guruuu,garuru
17785,kebanyakn,kebanyakan
17786,sae,sa
17787,mkasih,makasih
17788,mauricio,
17789,5usuin,
17790,suganmah,
17791,indonnesia,indonesia
17792,msyarakat,masyarakat
17793,jumps,jumpa
17794,uuuuuh,
17795,menariknya,
17796,amanai,amahai
17797,hape,hap
17798,temenannn,
17799,euh,eh
17800,pokus,pakus
17801,pengorbananmu,pengorbanan
17802,besar2in,besaran
17803,awkakwkwk,
17804,s4nge,sage
17805,keno,kano
17806,ngungkuli,
17807,tingkiiww,
17808,lanny,lain
17809,pargoynya,
17810,ditrigger,
17811,ewean,eweai
17812,71kg,
17813,runtkad,rungkai
17814,dowang,doang
17815,taiiik,tabii
17816,huja,huda
17817,rilisnya,
17818,hyun,hun
17819,cakung,cadung
17820,hilihh,hilir
17821,kepemandangn,
17822,senggg,sangga
17823,sympanant,simpanan
17824,kenyangnya,
17825,lihinnn,
17826,ssndiri,sendiri
17827,ever,ecer
17828,dibandingin,
17829,boskiu,boki
17830,puberty,puber
17831,profinsi,propinsi
17832,dkrlga,
17833,seandainyaaaaa,
17834,misue,misua
17835,miror,minor
17836,anjjjimm,
17837,vlora,viola
17838,buseeetttt,
17839,siamah,siarah
17840,dasr,dar
17841,aebkoen,
17842,jogett,joget
17843,ngecek,neces
17844,repiblik,republik
17845,bangsaaa,bangkala
17846,gktakut,
17847,critical,
17848,sba,sa
17849,kesihatan,kelihatan
17850,huhhh,hphh
17851,aplout,ablaut
17852,cakepppp,
17853,tengkyu,tengku
17854,sanadnya,
17855,tie,te
17856,snu,senu
17857,kltn,klan
17858,tinggalnya,
17859,perselingkuhsnnya,
17860,wikwiknya,
17861,hdehh,hphh
17862,astagaaaaaaaaa,
17863,hoktu,hantu
17864,tebakk,tebak
17865,enk,en
17866,publikasih,publikasi
17867,d0yan,doyan
17868,dsitu,datu
17869,wheeli2an,
17870,cube,cabe
17871,bacanyaa,
17872,menterr,menteri
17873,mnrt,mrt
17874,lamaenggak,
17875,puass,puas
17876,nossa,nisa
17877,puret,puket
17878,saatnya,sanya
17879,gdek,gaek
17880,ancene,antene
17881,dirampas,
17882,sasuko,sabuk
17883,anjirrrrrrr,
17884,orngnya,
17885,aq,a
17886,bangkuuuu,
17887,kokk,koak
17888,arag,abrag
17889,cepet2,celetu
17890,wkwkwkwkkwkw,
17891,naho,naco
17892,mbali,mali
17893,disandingin,
17894,88lancar,
17895,dikuras,dikara
17896,okk,ojk
17897,ombaknya,
17898,bangsanya,
17899,kaliiii,kalibit
17900,dipantengin,
17901,felisa,fetis
17902,treesome,
17903,atine,abina
17904,namain,naban
17905,dihakimi,
17906,bawelna,bahela
17907,malek,malak
17908,jlma,jelma
17909,guy,gay
17910,taaa,taala
17911,madafakah,
17912,46jt,
17913,gelep,gegep
17914,asalamulaikum,asalamualaikum
17915,faktanya,
17916,jalunichol,
17917,awaludinn,
17918,imo,ijo
17919,99,
17920,eraa,era
17921,nyesek,nyemek
17922,bac0t,bacot
17923,hahahahahhaha,
17924,disangkanya,
17925,hahhaa,
17926,20k,
17927,mistubishi,
17928,giveup,
17929,ngliatin,
17930,bag,ba
17931,uyyy,uny
17932,mididress,
17933,keluar2,keluar
17934,debatnya,
17935,lucknut,lucut
17936,fachri,fafiri
17937,lapaq,lapad
17938,universe,universal
17939,agya,aga
17940,arnold,areola
17941,ngentoottt,
17942,gubuknya,
17943,herr,hear
17944,wkaokoo,
17945,bukani,buani
17946,tuamu,tamu
17947,dinikahi,diniah
17948,nabungnya,
17949,senjatanya,sejatinya
17950,nanyanya,nantinya
17951,kenyataannya,
17952,dkeluarga,
17953,bilek,balek
17954,temenmu,temetu
17955,nikahin,niasin
17956,admaja,adiraja
17957,astagaaaaaa,
17958,perjuangannya,
17959,sediiiih,
17960,penolakanmu,penolakan
17961,kamin,kabin
17962,ngegele,ngeger
17963,biarknsaja,
17964,dpat,dapat
17965,palerendang,
17966,kzk,kak
17967,apapaun,adapun
17968,bedur,badur
17969,kamma,kama
17970,waniita,wanita
17971,nathan,naban
17972,kandok,kadok
17973,46,
17974,dipolok,diplo
17975,bertamba,berhamba
17976,prooooh,
17977,inee,ines
17978,dijak,dilak
17979,macul,mabul
17980,jokodok,
17981,180,
17982,klx,kl
17983,yuuuuuuuk,
17984,srupa,serupa
17985,hauk,habuk
17986,bundaku,bundak
17987,bangtt,bangat
17988,biggest,
17989,sbagaimulim,
17990,intimated,
17991,percinta,pecinta
17992,gazzz,gaz
17993,sieup,sirup
17994,kelejetan,kebejatan
17995,haay,ha
17996,booby,bob
17997,waaahh,waadah
17998,brokkk,bokek
17999,dipisah,diniah
18000,usep,usap
18001,46132,
18002,sampingnya,
18003,temuin,temin
18004,anjjir,anjir
18005,hotnya,hanya
18006,kakinya,kakanda
18007,batesan,batasan
18008,streamer,
18009,nuhun,nahu
18010,berkali2,berkalih
18011,balinya,babinsa
18012,grok,gaok
18013,cnah,cah
18014,nay,na
18015,853,
18016,mendingg,mending
18017,apemnya,
18018,nambahin,
18019,melomte,melomot
18020,spantasnya,sepantasnya
18021,cinanggerang,
18022,tiyas,tigas
18023,sapphire,
18024,soan,sian
18025,gpunya,guna
18026,silvia,silia
18027,mamanggg,malangge
18028,rokan,rekan
18029,kumisgondrong,
18030,atuhh,atuh
18031,halooooo,
18032,lanjutkannn,
18033,dijepit,
18034,wkkwkwkwk,
18035,gakada,gabaha
18036,ddd,dad
18037,bijik,bajik
18038,iav,ia
18039,cairnya,
18040,sino,sano
18041,lipet,lapet
18042,shaphire,
18043,x0vrcbjqxcs,
18044,bial,baal
18045,tktau,totau
18046,serem,semem
18047,bukam,bakam
18048,bohongnya,
18049,mksii,maksi
18050,ngac,na
18051,kuliahnya,
18052,ngasiiiii,
18053,4njiiiir,
18054,mraah,maab
18055,sendak,sedak
18056,jgnkan,jangan
18057,agoy,ago
18058,barani,badani
18059,sabilahya,
18060,awek,abek
18061,caranya,cahaya
18062,manjaaahh,
18063,sebb,seba
18064,sunshine,
18065,ciputnya,
18066,tequest,
18067,either,emiter
18068,jodo,jodoh
18069,dmf,dm
18070,pgh,pah
18071,warior,wadir
18072,taxi,tabi
18073,bukane,bukan
18074,tebbal,tebal
18075,julio,juli
18076,spellbinding,
18077,irunge,irung
18078,deui,demi
18079,dlamnya,
18080,apa2in,alamin
18081,lord,lor
18082,maliqgaspolll,
18083,lugnuts,lugut
18084,terrr,teror
18085,akaan,akan
18086,kereeenn,kereceng
18087,seolah2,sekolah
18088,semar,samar
18089,bikingemeter,
18090,awokawok,
18091,ajaaah,adakah
18092,bluser,buser
18093,bpknya,bakaya
18094,anjingg,anjing
18095,bukasemuanya,
18096,bila2,bila
18097,hilaang,hilang
18098,pagongan,pawongan
18099,dimiskin,
18100,govlok,goblok
18101,cewekya,cewek
18102,shopz,skop
18103,horrible,
18104,pikirkan,pikiran
18105,spider,sider
18106,annying,ancing
18107,apanya,adanya
18108,grubnya,
18109,xier,xi
18110,ppakde,pakde
18111,abiiisssss,
18112,clasher,
18113,eliku,ekku
18114,exis17,
18115,tekdown,tekoan
18116,sopir2,sopir
18117,sepeti,seperti
18118,sekehendakmu,sekehendak
18119,ugak,uak
18120,sharon,saron
18121,krnapa,kenapa
18122,istry,istri
18123,kaena,kana
18124,semurka,semuka
18125,crii,caci
18126,rnyy,raya
18127,nggak,naga
18128,tkpe,tape
18129,lakiknya,layaknya
18130,usahakan,usahawan
18131,unsuscribe,
18132,digunduli,
18133,trefl,tel
18134,pembulian,pembelian
18135,infonya,
18136,nyambek,nyambai
18137,semgat,semat
18138,gapangan,gadangan
18139,kont,koat
18140,shemua,semua
18141,ongg,ong
18142,arhan,adhan
18143,tanyoe,tanase
18144,jelasssss,
18145,berhalu,berhal
18146,nyeplak,nyekak
18147,sazddd,
18148,nyaplok,nomplok
18149,sedaap,sedakap
18150,kecil2an,kecilan
18151,ngelebihin,
18152,emamg,emang
18153,et,e
18154,wkkaka,waka
18155,catett,catet
18156,geri,gari
18157,berhayal,berkhayal
18158,jajaajajaja,
18159,kelaaass,kelaras
18160,izzar,inzar
18161,otakku,otak
18162,gidalku,gidau
18163,tegaann,tegahan
18164,izhar,iftar
18165,yukkk,yakik
18166,nuntah,nanah
18167,naaah,nanah
18168,ditandai,ditanam
18169,elergik,energik
18170,laillahailallah,
18171,rrq,rrc
18172,suu,su
18173,nogton,nekton
18174,jdoh,jodoh
18175,knl,kal
18176,taiiii,tabii
18177,pakwe,pakde
18178,dapet,dapat
18179,yha,ya
18180,gilerlh,
18181,bossni,bonsai
18182,julius,jelus
18183,selemeww,
18184,klurganya,
18185,kentodtin,
18186,savewomen,
18187,thankss,
18188,benderakuu,
18189,scr,sar
18190,cewenyaa,
18191,ketonjok,
18192,wika,waka
18193,bebulu,babulu
18194,wuttt,watt
18195,10007,
18196,gaeiis,gadis
18197,mengang,megang
18198,bodymu,
18199,diraih,dirah
18200,bnykk,banyak
18201,fitnesnya,
18202,fikiranku,
18203,lelalaki,lelaki
18204,anaak,anak
18205,kamr,kam
18206,lihatt,lihat
18207,berasaa,berasa
18208,galegirl,
18209,vt2,v
18210,beast,baht
18211,fisikanya,
18212,dibubarin,
18213,tuuuuuuu,
18214,betisnya,betina
18215,mantafff,
18216,dipungkiri,
18217,germany,germang
18218,blames,bades
18219,najissssss,
18220,mampos,mampis
18221,pandangannya,
18222,green,garmen
18223,fourth,forte
18224,dinanti,dinasti
18225,kepotong,kecorong
18226,bokepin,bokep
18227,bobyy,bob
18228,slam,salam
18229,sbaliknya,sebaliknya
18230,nyubit,nyit
18231,cutbray,cutbrai
18232,d3w4s4,
18233,makah,madah
18234,ninju,ninja
18235,makasihh,makasih
18236,pilihnya,
18237,diikuti,dikati
18238,utai,uai
18239,sopo,sapo
18240,mudahin,madihin
18241,bukannnya,
18242,pdnya,punya
18243,msbeewc,
18244,suaminya,suaminda
18245,kuen,ken
18246,puttt,putat
18247,mewek2,mewek
18248,dimaksut,dimaksud
18249,cieeee,
18250,aanak,anak
18251,angeeee,
18252,koro,karo
18253,beke,bake
18254,hayoooo,
18255,mandang,madang
18256,extrim,ekstrim
18257,tarzan,taran
18258,dyoga,daga
18259,sefimikiran,
18260,disik,desik
18261,tuwas,tawas
18262,parlor,palar
18263,lopeee,lopek
18264,bermaruah,bermarkah
18265,lanjutkan,lanjutan
18266,orag,orak
18267,riview,
18268,dijelaskan,
18269,rubah2,rubah
18270,apaaaa,abaaka
18271,sareng,sarang
18272,nsa7,na
18273,ssuleee,
18274,martins,martini
18275,pajajaran,pejajaran
18276,muli,mali
18277,baperin,baperan
18278,ndik,naik
18279,epiyepe,
18280,keahliannya,
18281,jobs,jab
18282,spriiteeee,
18283,nmr,nm
18284,30k,
18285,harimu,harimau
18286,ngecaprak,
18287,singosari,singasari
18288,tokot,toko
18289,adx,ad
18290,ditekani,
18291,urself,
18292,halllah,haflah
18293,cantiek,cantek
18294,ktanya2,kanya
18295,sekalee,sekaker
18296,heeemmmuuaaah,
18297,dikaki,dikati
18298,diamoan,daman
18299,fide,fider
18300,lessb,lensa
18301,ngp,nip
18302,ingris,inggris
18303,gate,gane
18304,vtnya,vena
18305,gaseriusnya,
18306,juha,jaha
18307,deponya,deponir
18308,wafatnya,
18309,logatnya,
18310,gegen,gegem
18311,osimen,oksigen
18312,taixxxxx,
18313,ketiplek,ketiplak
18314,perbustan,perbuatan
18315,riyan,rayan
18316,tailand,thailand
18317,allaaah,alamah
18318,bully,bkll
18319,brap,bap
18320,ampuunn,amprung
18321,chanel,cadel
18322,micro,mikro
18323,disedekahkan,
18324,slt,sat
18325,nng,nang
18326,taker,taber
18327,suwamdi,suami
18328,bsr,bar
18329,sperpat,sempat
18330,olga,oga
18331,ngisep,ngisen
18332,amanahhhh,
18333,gaduwe,gaduh
18334,pqt,pdt
18335,nempelin,
18336,chuakzzz,
18337,maxxwinn,
18338,wth,wah
18339,mengharagai,menghargai
18340,folowers,
18341,sesempurna,sempurna
18342,disalah,dalalah
18343,ngarti,ngarai
18344,ngajarnya,
18345,anggggg,anggong
18346,ttnya,tanya
18347,621,
18348,sekedarkatakata,
18349,pnts,plts
18350,knal,kal
18351,seberatnya,sebenarnya
18352,mnghargai,menghargai
18353,brok,barok
18354,nyo,no
18355,dawuhan,dawuan
18356,ngaca,ngada
18357,fusonya,
18358,sisan,sasan
18359,nybut,nyut
18360,iraha,irama
18361,definitely,
18362,gorlock,goblok
18363,rakussssssssss,
18364,bandonya,bandana
18365,ucul,ucu
18366,sbnrxa2,
18367,temon,tebon
18368,ceburi,cebur
18369,predik,pedak
18370,kumbul,kembul
18371,guruu,gurau
18372,alaminya,alamanda
18373,ero,ebro
18374,ngelak,ngelok
18375,katnya,kanya
18376,samasama,sama-sama
18377,ditulis,dituai
18378,blay,b.a.
18379,luarnya,
18380,pngikutnya,
18381,dianggp,diang
18382,umtung,umyung
18383,dipaksa,daksa
18384,jalma,jala
18385,childhood,
18386,hisss,hias
18387,bnxk,baik
18388,pingin,pengin
18389,pakaiannye,
18390,hahhahahhah,
18391,kekumpul,kedampul
18392,akunku,akuk
18393,kolestrol,kolesterol
18394,usd,ugd
18395,edi,ebi
18396,penggunanya,
18397,dilaporken,
18398,freek,flek
18399,meenang,menang
18400,osawa,osara
18401,rekomen,rekaman
18402,keko,kebo
18403,dibandingkan,
18404,pautkan,pautan
18405,cairrrrrrr,
18406,2040,
18407,viendo,venda
18408,mesii,mesik
18409,vinisius,
18410,wrestling,
18411,yahh,yah
18412,hak2,hak
18413,jar,jab
18414,teruska,terasa
18415,ndower,nomer
18416,keringetann,keringatan
18417,fransikus,fransium
18418,sekedarmengingatkan,
18419,malingsia,
18420,nyeblak,nyekak
18421,kesannya,
18422,tobrutt,
18423,yall,yali
18424,digoleki,
18425,kecilku,keciak
18426,disupport,
18427,kasiiaan,kasihan
18428,aaaaawwwwww,
18429,pahlawanku,pahlawan
18430,jepeenya,
18431,teoros,toros
18432,daper,dapar
18433,gandossss,
18434,manusia2,manusia
18435,barbara,barbar
18436,acuu,acau
18437,brmafaat,bermanfaat
18438,cermati,cermai
18439,dicontoh,
18440,jgaa,jaat
18441,ttrus,terus
18442,1rumah,
18443,hrga,harga
18444,dkocok,dodok
18445,vibes,viabel
18446,cnda,canda
18447,langsuang,langsang
18448,pungin,pengin
18449,billiard,biliar
18450,congrats,
18451,sambak,sabak
18452,opungmula,
18453,nichole,
18454,lii,lai
18455,meluskan,meluaskan
18456,dipekanbaru,
18457,dipasang,diadang
18458,cobaa,coba
18459,adeklu,adek
18460,string,saring
18461,dimana,di mana
18462,herannya,
18463,horee,hore
18464,tau2,tau
18465,maku,madu
18466,absur,ablur
18467,galatama,gahatoma
18468,philippines,
18469,febiyana,
18470,wajid,wahid
18471,bisaaa,bisara
18472,bangs,banas
18473,njupok,
18474,buriq,burid
18475,sherlock,
18476,scared,sare
18477,22juta,
18478,ngenean,nenen
18479,turanan,turapan
18480,manoppo,
18481,ilokno,ihoko
18482,suwun,sugun
18483,mh,m
18484,awokaowk,
18485,kmana,kana
18486,sayy,say
18487,wild,waad
18488,dambaanya,dambaan
18489,membuatmu,membatu
18490,ulamaa,ulama
18491,namamuu,
18492,panjangan,pajangan
18493,brada,bada
18494,mantaaf,manfaat
18495,sesatt,sesaat
18496,shack,saik
18497,peace,pace
18498,whatt,watt
18499,melakukannya,
18500,adol,adil
18501,bangk,bang
18502,bnerrrrrrrr,
18503,masalanya,misalnya
18504,ambee,ambeg
18505,sebenernye,sebenarnya
18506,jejaknya,jejaka
18507,shassa,salsa
18508,visit,visi
18509,penuhhh,penuduh
18510,rudaho,rudah
18511,subribe,
18512,sehot,sedot
18513,ril,rel
18514,hand,had
18515,contohin,contoh
18516,paphricia,
18517,deddy,d-day
18518,nimpuk,nampak
18519,mlah,mah
18520,pickup,pikup
18521,takotnyeeee,
18522,belelkeun,
18523,nyomot2,
18524,mamaku,mamak
18525,ampuuun,ampun
18526,abizz,abi
18527,cantikkkkkkkkkk,
18528,ktor,klor
18529,iming2,ibing
18530,dikomen,dikmen
18531,mbaaa,maab
18532,45jt,
18533,sakitya,sagita
18534,bysa,basa
18535,user,uber
18536,daah,dadah
18537,gaperna,gapura
18538,prazer,paker
18539,brpa,bapa
18540,ardina,andina
18541,pemimpin2,pemimpin
18542,crezzi,
18543,eadah,endah
18544,plihan,pilihan
18545,fideo,fider
18546,sangrat,sangat
18547,gaees,gabas
18548,urg,ung
18549,30jutaan,
18550,seolah,sekolah
18551,03730,
18552,wkwkwkwkwkk,
18553,tempatny,tempaan
18554,poranda,pamanda
18555,ddonk,dedok
18556,maluu,malau
18557,633,
18558,framang,falang
18559,dianjurkn,
18560,gedebanget,
18561,stndr,sanda
18562,hitemm,hitam
18563,plakorr,pelakor
18564,skrooolll,
18565,wkaoaokaowka,
18566,simontok,sontok
18567,dilarang,dilayang
18568,faktax,fakta
18569,saudara2,saudara
18570,sedamai,sedawai
18571,fiesta,fusta
18572,betino,betina
18573,hafizzz,hafiz
18574,dikontenn,
18575,hadiyanto,
18576,saarkas,sarkas
18577,takes,takeh
18578,bottom,boltam
18579,kagabisanulis,
18580,mne,me
18581,10tahun,
18582,hahahaja,
18583,soryyy,
18584,wkkwwkw,
18585,siaapp,siakap
18586,ajarkeun,
18587,mimang,mamang
18588,huhuy,hudhud
18589,awokaiwk,
18590,awewe,abece
18591,westin,webtun
18592,manopoli,monopoli
18593,mileh,malah
18594,nyender,nener
18595,copy,cop
18596,perkenalkan,perkenalan
18597,ani2,ani
18598,lec3h,lecah
18599,comen,cemen
18600,maniss,manis
18601,door,dodor
18602,jaketnya,
18603,chef,caek
18604,saveg,sabel
18605,ngejauh,
18606,monyok,mondok
18607,sunggal,sungga
18608,shelby,sherry
18609,pedalam,pemalam
18610,dicaplok,
18611,mempasilitase,memfasilitasi
18612,kuwi,kawi
18613,ach,ac
18614,iloo,ilo
18615,siwilie,sifilis
18616,disodok,dodok
18617,cuuyyy,
18618,hostnyh,
18619,eyy,eyd
18620,emmavllryn,
18621,ingan,inan
18622,ngestalk,
18623,indoesia,indonesia
18624,tolerant,toleran
18625,cambukannya,
18626,ngenyudutkan,
18627,015,
18628,prejengan,pedengan
18629,kamarnya,kamajaya
18630,gile,gila
18631,diblakang,dilayang
18632,woooiiiii,
18633,bujele,bejege
18634,uhhhhhhhhh,
18635,kecamata,kacamata
18636,akankah,adakah
18637,jazz,jaiz
18638,bkal,baal
18639,nerusinnya,
18640,takpee,takeh
18641,peliss,pelias
18642,extrims,
18643,o88,o
18644,gituu,gitu
18645,uwong,ulong
18646,andain,andai
18647,nyopet,nonet
18648,pijet,pijat
18649,cokr,cok
18650,tjuan,tuan
18651,fansnya,fahsya
18652,buleleng,beleleng
18653,persilahkan,persilangan
18654,brilyan,brilian
18655,goleki,golek
18656,candaaa,candaan
18657,kapann,kapan
18658,jadulnyaaa,
18659,ngontrak,
18660,lawakkkklk,
18661,ikln,ikan
18662,hheehh,
18663,luzu,lubu
18664,prank,prang
18665,solusinya,
18666,slay,say
18667,550k,
18668,ngelonte,
18669,cabulin,cabul
18670,taneman,tanaman
18671,menompang,menampang
18672,permalam,pemalam
18673,baturaden,
18674,luassss,
18675,sll,sal
18676,kecing,keceng
18677,salm,sal
18678,ngrasakne,
18679,pekpek,pekek
18680,usiamu,usam
18681,celoz,celok
18682,oyrivlh,
18683,pinggulnya,
18684,cooldown,
18685,apaaaaa,apa-apa
18686,hiburrr,hibur
18687,lhhh,lah
18688,mngingatkan,mengingatkan
18689,perkuat,pekat
18690,haww,hawa
18691,nyebelin,
18692,nerves,neces
18693,lnahhhh,
18694,bertobatlah,
18695,bnggg,bangga
18696,udaw,uda
18697,keburukannya,
18698,akin,ahin
18699,rsenye,rente
18700,hel,hal
18701,bungalow,bungalo
18702,7107996828888583451,
18703,logikamu,logika
18704,hah,ha
18705,vokalnya,vokalia
18706,hujat2an,hujatan
18707,egee,ebek
18708,terjangnya,
18709,geppp,gegap
18710,dianya,dana
18711,wew,we
18712,ngucap2,
18713,perlendiran,persendian
18714,blagy,baga
18715,asiknya,agaknya
18716,dimarahi,
18717,kataian,katalan
18718,ksh,kah
18719,pernikah,pernika
18720,senyam,senam
18721,moment,momen
18722,sigininya,
18723,ikot,ikat
18724,hedap,hadap
18725,lool,laal
18726,cokk,coak
18727,tengahnya,
18728,pea,pa
18729,cocote,cocok
18730,terbuktii,terbukti
18731,bocil2,bocil
18732,just,juat
18733,kulakukan,kelakuan
18734,tinggikan,tenggekan
18735,sieneng,sebeng
18736,wr,w
18737,file,fil.
18738,pkee,pace
18739,neuro,negro
18740,nunduk,nunuk
18741,kbr,kb
18742,orell,oreol
18743,likee,laken
18744,shift,saif
18745,syukaa,saukan
18746,lngsng,lagang
18747,padaku,padak
18748,challage,
18749,esyanti,
18750,aidar,adar
18751,kyakgini,
18752,liht,liat
18753,putinge,puting
18754,bocel,bocil
18755,xfaham,
18756,583,
18757,ntr,nur
18758,mine,mie
18759,grwinner,
18760,theres,teres
18761,taaak,tabak
18762,takutnyeeeeeeeee,
18763,timor2,timor
18764,salahudin,
18765,jelasinnya,
18766,sesrian,serian
18767,bahgaia,bagaba
18768,egk,ego
18769,derasnya,derana
18770,goodlooking,
18771,nandai,nanda
18772,bujat,bejat
18773,ukty,ufti
18774,kriuk,keriuk
18775,priden,paidon
18776,duwitnya,
18777,masyarat,masyakat
18778,pukullanya,
18779,keprank,keprak
18780,nyesel,nasel
18781,toebrut,tombru
18782,xvideos,
18783,beresin,bermesin
18784,balwid,baid
18785,bonanja,bonanza
18786,tengokk,tengok
18787,onis,oniks
18788,terkrnal,terkenal
18789,asyhadu,
18790,ngebir,ngebet
18791,hamaaa,hamada
18792,gusan,gosan
18793,hehas,hadas
18794,udah2,ubah
18795,ratunya,rasanya
18796,withdrawing,
18797,pujiannya,
18798,teambundamaya,
18799,dateng,daeng
18800,kluarga,keluarga
18801,diludahin,
18802,insta,instal
18803,rakam,ragam
18804,napah,nanah
18805,nyerempet2,
18806,seakan2,sakang
18807,tambah2in,tambahan
18808,hytam,hitam
18809,11bln,
18810,38,
18811,buleprancis,
18812,freshh,
18813,apadeh,adeh
18814,loid,lid
18815,komennya,
18816,shum,saum
18817,bakrie,bakrik
18818,tokenya,token
18819,01329,
18820,nikahannya,
18821,suku2,suku
18822,ngerebek,
18823,aww,awa
18824,gotta,gata
18825,jahtt,jahat
18826,merahh,merah
18827,toolol,tolol
18828,nonjok,nonok
18829,omon,oman
18830,sehen,seken
18831,naik2cmn,
18832,sebenlumnya,
18833,amut,abut
18834,pakdee,pakde
18835,pengahasilan,penghasilan
18836,samsek,sampek
18837,gunain,gain
18838,sendiri2,sendiri
18839,bayemsore,
18840,bose,base
18841,someday,somay
18842,encut,encit
18843,jul,jal
18844,bomerang,bumerang
18845,mantepp,mantap
18846,pampers,pamper
18847,inyo,indo
18848,mya,ma
18849,emangggg,
18850,dll,dal
18851,jepee,jepet
18852,jud,jua
18853,ngedenger,ngenger
18854,ngntod,ngotot
18855,ntol,nol
18856,02921,
18857,dieksploitasi,
18858,makanik,mekanik
18859,parampuan,perambuan
18860,ybyy,yayu
18861,jelekin,jelek
18862,ajaaa,ajara
18863,takuttt,takut
18864,konenya,kenya
18865,whether,
18866,hampir2,hampir
18867,ngacung,naung
18868,hehw,he
18869,berdelat,berdebat
18870,isia,isa
18871,legrek,legek
18872,tngok,tengok
18873,mempehatikan,memperhatikan
18874,dicontohkan,
18875,maksutmu,maksum
18876,gituya,gita
18877,nech,neci
18878,apaaanyaaaa,
18879,mguh,mabuh
18880,nemun,namun
18881,ork,ojk
18882,menjadi2,menjadi
18883,ikotan,ikatan
18884,busananya,
18885,pertamamu,pertama
18886,dunning,dencing
18887,ughhhhhhhhh,
18888,dunguk,danguk
18889,cheat,cacat
18890,bmj,bej
18891,bocahhh,bocah
18892,armen,amen
18893,umpannya,
18894,dramanya,
18895,urusannnya,
18896,mahkotaku,mahkota
18897,memank,memang
18898,besanyee,
18899,naro,naco
18900,bender,bendar
18901,sorriso,
18902,besikly,besik
18903,bosann,bosan
18904,gmbr,gaba
18905,njelekin,nyelekit
18906,uripmu,urip
18907,hybrid,hibrid
18908,menghakimin,menghakimi
18909,viewrs,
18910,merci,merca
18911,klereng,kelereng
18912,stalk,saik
18913,cntik,cantik
18914,trevino,
18915,anyy,anyu
18916,kocaaak,kocak
18917,disaat,diat
18918,mulutu,melutu
18919,klapa,kapa
18920,bsrkembang,berkembang
18921,bengekkk,bengek
18922,kelihat,kelibat
18923,haters,halter
18924,scania,sana
18925,unos,ulos
18926,collector,
18927,ijok,ijo
18928,ooooh,odoh
18929,falzs,faks
18930,dientnya,
18931,anjrit,afrit
18932,meijr,mair
18933,upsss,upas
18934,nyogong,nonong
18935,kirei,kirai
18936,maafffff,
18937,konserny,konser
18938,belaguu,belagu
18939,anjayyyy,
18940,wkwkkw,
18941,intinya,insinye
18942,juice,juih
18943,yakinlah,
18944,nyabun,naban
18945,anggraini170,
18946,nowww,
18947,sss,sis
18948,skitar,sekitar
18949,muncrattt,muncrat
18950,knpa,kapa
18951,nemui,nambi
18952,berarrti,berarti
18953,sarebbe,
18954,eeeh,ekeh
18955,hotman,hormat
18956,semakmur,
18957,ditiktok,
18958,mukq,muk
18959,lach,lace
18960,lasun,labun
18961,brkata,berkata
18962,hidupmu,hidup
18963,assist,absis
18964,kwntut,kentut
18965,jagger,janger
18966,sabuunnn,
18967,atee,ate
18968,qorr,qari
18969,ashiapp,
18970,sehajat,sehaja
18971,baikk,baik
18972,lwn,lan
18973,jawap,jawa
18974,vdia,via
18975,llewat,lewat
18976,gays,gas
18977,children,
18978,ehmmm,ehomo
18979,gaada,gada
18980,feby,feb
18981,ngato,ngalo
18982,sampee,sampek
18983,sgtu,satu
18984,berj3mb,berjamu
18985,nebar,nenar
18986,segedhe,segede
18987,papuabukantanahkosong,
18988,dupir,dupi
18989,kendorrr,kendor
18990,lengobbb,
18991,sklian,sajian
18992,inn,ikn
18993,baputar,baduta
18994,elv,el
18995,femandangan,
18996,bimmaaaaa,
18997,ukuranx,ukuran
18998,fukus,fikus
18999,kejadian2,kejadian
19000,murid2,murid
19001,hayoloooo,
19002,nyalain,nyala
19003,nickol,nikel
19004,ekwkwkeke,
19005,msa,ma
19006,ngajari,nagari
19007,headset,
19008,njirr,naira
19009,idd,ibd
19010,istighfarr,istighfar
19011,nafsuu,nafsu
