index,slang_word,correct_word
29799,porbolinggo,probolinggo
29800,dimuliakan,
29801,soalna,sala
29802,misbrew,
29803,brad,bad
29804,frr,fur
29805,aidit,adit
29806,urgent,urgen
29807,nggelek,ngelok
29808,jungkelne,jungkel
29809,hakan,haka
29810,tenggerang,tenggarang
29811,lordteguh,
29812,istifar,istigfar
29813,mustinya,mustika
29814,girsang,gersang
29815,gbklan,galan
29816,karirnya,karina
29817,berduann,berduaan
29818,bool,beol
29819,mbuakk,mbak
29820,wihh,wih
29821,ngunggah,
29822,ifoof,
29823,astaziiim,
29824,yra,ya
29825,omakk,olak
29826,iru,ibu
29827,digadang,diadang
29828,dipapah,dilapah
29829,paaling,paling
29830,perimnta,pecinta
29831,aslmkm,
29832,mansion,mantion
29833,100,
29834,ipesom,iresim
29835,duasatu,
29836,megenal,mengenal
29837,urutin,urutan
29838,bu4yai38,
29839,mngajarkan,mengajarkan
29840,ngegamp4r,
29841,sampaikolor,
29842,jaganlah,jagalan
29843,banggsaad,
29844,rinso,renso
29845,smh,sah
29846,breewc,
29847,88bisa,
29848,mangapnya,mangkanya
29849,cikupa,cikuwa
29850,c0kk,caek
29851,fersi,feri
29852,habisnya,
29853,beklin,beklit
29854,lzdw2ppwuvg,
29855,melcleday,
29856,inda,ida
29857,segoblok,segeblok
29858,anjj,anja
29859,ngerawat,
29860,pasti2,pasti
29861,grakkk,grabak
29862,ternyaman,taknyaman
29863,gag,ga
29864,kunu,kinu
29865,kaynya,kanya
29866,nyakitin,
29867,pulaumu,pulau
29868,rotem,rote
29869,talent,talen
29870,b3gok,bogok
29871,daratnya,
29872,bersadar,bercadar
29873,kepingkel,
29874,terimaksih,terima kasih
29875,haishh,harisah
29876,triggernya,
29877,panjangnya,
29878,exer,ecer
29879,subscribernya,
29880,yakalii,yakai
29881,baking,baing
29882,indon,inden
29883,dufan,dukan
29884,ditawarin,
29885,vpn,v
29886,siitu,situ
29887,tangisannya,
29888,sweetly,
29889,ngeven,ngeden
29890,vidiyo,vidio
29891,jdiin,jadian
29892,sken,seken
29893,philipines,
29894,bpa,ba
29895,kleng,kaleng
29896,besii,besi
29897,penerjemahnya,
29898,menginterview,menginterviu
29899,geluarin,gelatin
29900,dikerjakan,
29901,reti,regi
29902,kriseten,kristen
29903,niken,nike
29904,emakk,emak
29905,5angan,
29906,imad,imak
29907,pegatan,pegagan
29908,endih,endah
29909,martabatnya,
29910,panasin,padasan
29911,cabutt,cabut
29912,memg,mem-
29913,twice,taici
29914,hugs,hus
29915,iting,ibing
29916,mintol,mantol
29917,salamtoler,
29918,cirinya,cicinda
29919,dripada,daripada
29920,sbnyang,sandang
29921,kencono,kencong
29922,cancel,cantel
29923,nabilaao,
29924,jdul,jadul
29925,maneh,manah
29926,adamelvan,
29927,dihajar,dibakar
29928,yet,ye
29929,fuckgirl,
29930,dihentikan,
29931,dengab,dengak
29932,diobrolkan,
29933,uluuuhatii,
29934,gnih,ganih
29935,yakul,yakub
29936,branda,banda
29937,rich,riah
29938,seger,segar
29939,spilll,spidol
29940,carefast,
29941,wlaupun,walaupun
29942,samain,saman
29943,ikutttt,
29944,jodohhh,jodoh
29945,cewnya,cena
29946,palepale,palepai
29947,jorokkk,jorok
29948,dinikahan,
29949,much,muih
29950,krajinan,kerajinan
29951,anjimc,anime
29952,unfaedah,
29953,kiro,karo
29954,boyor,bobor
29955,kenzchan,kencan
29956,kepadq,kepada
29957,muterkeunna,
29958,yya,ya
29959,astaghfirullahal,
29960,kgetalan,katalan
29961,pisahin,pisahan
29962,kuaattt,kuartet
29963,gedabus,gabus
29964,kuwali,kuali
29965,diukur,dibusur
29966,enakkkk,
29967,lnjutin,lanjutan
29968,yyaa,ya
29969,3003,
29970,imanuel,imanen
29971,ahok,acok
29972,telurnya,
29973,jonny,joang
29974,belongs,belong
29975,nyee,nabe
29976,old,oli
29977,hehehhe,
29978,geng2,geng
29979,penthil,pentil
29980,terimakasihh,terima kasih
29981,tntu,tentu
29982,geeeys,
29983,dduit,duit
29984,ngeludah,
29985,dasa,daba
29986,explain,
29987,bosqu,basau
29988,wkwkwwk,
29989,mendagrii,mendagri
29990,rezeky,rezeki
29991,student,studen
29992,mulusnya,
29993,bnya,banya
29994,nguji,ngaju
29995,ketebalannya,
29996,pentelnya,
29997,nipuu,napsu
29998,buktiindong,
29999,timing,timang
30000,sahabatku,sahabat
30001,arean,apean
30002,jilidpun,
30003,rozi,rodi
30004,senangi,senang
30005,sidney,sider
30006,memperr,memper
30007,dkuat2in,
30008,anjirrrrrrrrr,
30009,ngeriiiii,
30010,stumble,
30011,adohh,adah
30012,gethuk,getuk
30013,diab,dab
30014,namanyaa,
30015,purnawira,prawira
30016,diproses,dioses
30017,vanesha,
30018,kreweng,kereweng
30019,botiii,bobili
30020,ulaby,ulah
30021,ceunah,cenah
30022,ngempernya,
30023,ngilani,ngiang
30024,bbbi,babi
30025,bagaima,bagaba
30026,ngab,na
30027,dike,dik
30028,critain,ceritaan
30029,lhoooooo,
30030,lupain,lain
30031,jenengan,jenangan
30032,betuuulll,
30033,orgny,orang
30034,filsup,filsuf
30035,dhaniiiii,
30036,takotnyeee,
30037,indonesiaku,indonesia
30038,mfitnah,memfitnah
30039,perkerjaan,pekerjaan
30040,sapiya,sagita
30041,terr,ter
30042,nga,na
30043,kentutt,kentut
30044,kiping,keping
30045,haaiiiii,
30046,bahawa,bahala
30047,bedebuu,bedebah
30048,thanks,tank
30049,digunain,
30050,ngeremehin,
30051,amoreeee1,
30052,hua,ha
30053,hwp,hap
30054,ngesex,ngebet
30055,eximer,emiter
30056,media2,media
30057,sola,sala
30058,becadan,bacaan
30059,dubai,duai
30060,murupp,murup
30061,nyariin,nyari
30062,jmnan,jaban
30063,broe,brom
30064,masallu,masa lalu
30065,kamunya,kaduaya
30066,soalx,soal
30067,mendagr,mendag
30068,cococip,
30069,kuat2,kuat
30070,100kak,
30071,pelacor,pelacur
30072,nular,nalar
30073,list,liat
30074,kela,kala
30075,abangkuhh,
30076,mengatasinya,
30077,wooowww,
30078,gaaaisss,
30079,joh,jah
30080,nangih,nalih
30081,monis,manis
30082,ile,ide
30083,blibet,belibat
30084,comentar,
30085,friend,frigid
30086,expetasi,
30087,koulibaly,
30088,kebangatan,kebangetan
30089,ditolak,dilak
30090,kweh,kwh
30091,sangatt,sangat
30092,berkls,berkas
30093,attrcat,
30094,slesenya,
30095,sakitttt,
30096,wwkkww,
30097,dmn,dan
30098,regis,regas
30099,gb,g
30100,maravilhosa,
30101,komplen,komplek
30102,nindah,nanah
30103,dalihnya,
30104,bolenang,balelang
30105,hahahhahaa,
30106,udaj,uda
30107,33,
30108,cai,ca
30109,kekrisuhan,kekisruhan
30110,hehehee,
30111,championship,
30112,mahramnya,
30113,ngc,n
30114,amankan,abangan
30115,aseek,aspek
30116,nginep,ngiler
30117,yaiyalha,
30118,pelatihe,pelatih
30119,bwat,bat
30120,utamakan,
30121,dinkasih,
30122,komenny,komen
30123,siapun,sapun
30124,perusahaannya,
30125,sumarsono,
30126,besarrrr,
30127,dikamar,damar
30128,guuuuyyyy,
30129,mondol,mondoh
30130,pelernya,pelebaya
30131,gacocok,gacok
30132,mbleber2,
30133,byar,bar
30134,kesalah,kalah
30135,gsk,gak
30136,nanam,naam
30137,ceritakan,ceritaan
30138,wwwkwkw,
30139,pipinya,
30140,leh,lah
30141,stom,setom
30142,gstring,garing
30143,nandi,nadi
30144,berpakean,berpakan
30145,textur,teater
30146,miminnya,
30147,ket,ke
30148,uen,uan
30149,hinaa,hina
30150,disatukan,
30151,pain,pai
30152,orglain,organ
30153,adany,adan
30154,adifaaa,adibasa
30155,paporite,
30156,flag,flaf
30157,parenting,panting
30158,cooking,ceking
30159,mncaci,mencaci
30160,suraboyo,surabaya
30161,crotin,catin
30162,beb,bab
30163,sedmna,secina
30164,np,n
30165,sgra,sara
30166,varii,varia
30167,comennyg,
30168,fikaa,fika
30169,dipuji2,diuji
30170,mandinya,
30171,mboook,mbojo
30172,susuin,susuan
30173,yandex,yanda
30174,mikum,minum
30175,uyel2lan,
30176,kinda,kanda
30177,things,ting
30178,fby,f
30179,asyaa,asyar
30180,diluaskan,
30181,zuma,zuama
30182,nyuaks,nyak
30183,jdinya,jina
30184,gadikasi,glikasi
30185,tumpeh2,tumpah
30186,sma2,sma
30187,asoee,abone
30188,nangisssssss,
30189,spn,sbn
30190,nyindir,nyinyir
30191,balow,balo
30192,technology,tehnologi
30193,freedom,
30194,ay,a
30195,kapik,kacik
30196,ngaceng2an,
30197,xxxgirlskiss223,
30198,sampitak,sambitan
30199,parapemberanii,
30200,injek,injak
30201,itulaah,itulah
30202,meng,mang
30203,jkrta,jakarta
30204,1ek,
30205,dimnfaatkn,
30206,gelagatnya,
30207,mnurtmu,
30208,ekhem,eksem
30209,halazim,halaik
30210,dibaju,dinaju
30211,ciri2nya,
30212,terciptanya,
30213,goblok3,goblok
30214,rekmn,rekan
30215,kkjh,kah
30216,hw,h
30217,hhaaa,haka
30218,pkerjaan,pekerjaan
30219,ditetapin,
30220,mngijakan,mengiakan
30221,raksasanya,
30222,heheheheh,
30223,teratas,terabas
30224,cede,cece
30225,diberita,derita
30226,susunta,susun
30227,baik7764,
30228,heranin,hematin
30229,sjw,sow
30230,ngenyolonong,
30231,mnjelekkn,menjelekkan
30232,23,
30233,0tak,
30234,menunggumu,menunggu
30235,vua,via
30236,warahmatullahi,
30237,gg,g
30238,embel2,embel
30239,amanin,adenin
30240,bekhngin,bekangin
30241,digebuk,ditebuk
30242,disogrok,
30243,belahannya,
30244,saudar,sadar
30245,next,net
30246,kkjhe,
30247,elsi,elusi
30248,lailahailallahhhhh,
30249,kaumnya,kanya
30250,dungs,dung
30251,father,fathah
30252,aaw,aa
30253,ayemm,ayem
30254,mix,mi
30255,tapii,tabii
30256,abal2,abal
30257,kronologinya,
30258,banbg,bang
30259,srbyo,sabo
30260,njeng,neng
30261,heheheehh,
30262,onoh,odoh
30263,prh,pah
30264,buzer,bufer
30265,mbaduttt,
30266,gemesss,genesis
30267,153,
30268,protocol,protokol
30269,mtor,mor
30270,nh,n
30271,sloww,slof
30272,yapp,ya
30273,nunjukkin,
30274,sesad,sesah
30275,nyimpeen,
30276,kekuar,kekar
30277,mksudnya,
30278,juaranya,
30279,ngerasaain,
30280,yangmu,yang
30281,pugun,pagun
30282,ewak,ecak
30283,nyodok,ngorok
30284,ugun,ugu
30285,apii,api
30286,argument,argumen
30287,ereun2,ereng
30288,tokno,toko
30289,uy,u
30290,sehhh,sahih
30291,grandmax,
30292,ballet,balet
30293,nage,nabe
30294,winner,winter
30295,pribuminya,
30296,ditranslate,
30297,nahhhh,
30298,asuuu,abubu
30299,womensuportwomen,
30300,siatin,satin
30301,crows,caos
30302,ojawaaaaa,
30303,adik2,adik
30304,comment,compeng
30305,tinjuku,tinjak
30306,goddessss,
30307,begituu,begitu
30308,nyamana,nyaman
30309,batasnya,batanda
30310,reiii,recik
30311,nanguunnggg,
30312,chenel,cekel
30313,singgat,sanggat
30314,crazy,crash
30315,myhl,mah
30316,zaenudin,
30317,yutub,yakub
30318,cret,caret
30319,gaikutan,gaitan
30320,bndera,bendera
30321,celebraba,
30322,trondol,terondol
30323,matipun,madiun
30324,ayying,abing
30325,ngisap,ngisen
30326,100014,
30327,gantheng,ganteng
30328,bitchmoron,
30329,masyur,mahsyur
30330,fayakun,
30331,brunette,
30332,wilan,wilang
30333,hyperrr,
30334,memhayal,memahal
30335,nukerdiila,
30336,tangi,tanai
30337,kekurangany,kekurangan
30338,barange,barang
30339,kamfrettttt,
30340,ditangkep,
30341,kalek,kacek
30342,pelem,palem
30343,dilayani,dilayang
30344,vlogernya,
30345,kiraing,kraing
30346,ningkatin,
30347,anjierrr,
30348,winnn,wijen
30349,nilailahh,
30350,wadu,wadi
30351,komenn,komen
30352,pemdanganya,
30353,kmarin,kemarin
30354,seberkoar2nya,
30355,anhay,adhan
30356,wakwuk,wakwak
30357,bunget,banget
30358,ngoco,ngoko
30359,tangio,tangis
30360,majikannya,
30361,kpntingan,katingan
30362,najiiss,najis
30363,ampir,ambir
30364,pelako4,pelakon
30365,nogo,naco
30366,bibik,bibi
30367,elingan,elegan
30368,dingingetin,
30369,sepertimu,seperlima
30370,koncett,konfeti
30371,lunturnya,
30372,artika,arktika
30373,zvyz,
30374,pesen,persen
30375,anying,ancing
30376,perpihakan,pemihakan
30377,engool,engkol
30378,bliss,bais
30379,emaknya,empunya
30380,sskit,sakit
30381,terud,teruk
30382,gening,geming
30383,chimochii,
30384,factor,faktor
30385,ngasu,ngaju
30386,konsepe,konsep
30387,mandilah,manzilah
30388,goyangin,goyangan
30389,sandy,sanda
30390,pertanggungjawabannya,
30391,tebakan2,tebakan
30392,lautnya,lasanya
30393,mw,m
30394,beran,baran
30395,karasteristik,karakteristik
30396,uyak,uak
30397,trabas,terabas
30398,menye,meny-
30399,dipertemukan,
30400,trserah,terserah
30401,utekmu,
30402,tanahnya,
30403,diundang,diindang
30404,rendem,rendam
30405,underraated,
30406,hajaarrrr,
30407,nyanu,nyadu
30408,kincahhhh,
30409,daptnya,
30410,1x,
30411,fully,fulan
30412,gulet,gelet
30413,alakatirtirkatirkatirtir,
30414,babagi,bahagi
30415,ffs,fas
30416,gapake,gabak
30417,seruangan,serangan
30418,bagii,bagai
30419,anyirr,anyir
30420,high,hegah
30421,puqimak,
30422,pakaikan,pakaian
30423,mengandai,menandai
30424,briow,barion
30425,yung,yang
30426,gkgkgkggk,
30427,captionny,
30428,ssb,sgb
30429,hirohmanirrohhim,
30430,mainsetnya,
30431,ngokop,ngoko
30432,codm,codo
30433,mabhe,mahe
30434,fast,fas
30435,dilan,delan
30436,handicap,
30437,gank,gaek
30438,these,tause
30439,megnhujat,menghujat
30440,breath,brata
30441,3roda,
30442,boss,bois
30443,andri,adri
30444,minderr,minder
30445,siki,saki
30446,paitttt,
30447,kosan,kesan
30448,dheng,daeng
30449,fatiha,fatihah
30450,tidakusa,
30451,cluppp,
30452,artiss,artis
30453,those,taoge
30454,ajahh,abah
30455,wkwkwkkkk,
30456,ntong,nong
30457,caah,cacah
30458,sick,siak
30459,konditi,kondisi
30460,khawatin,khawatir
30461,beyblade,
30462,kasih2,kasih
30463,uuuiss,
30464,soalau,sadau
30465,their,tabir
30466,aduuuuu,
30467,hadoww,
30468,gubirnut,gubernur
30469,sadikin,sadik
30470,pickme,pike
30471,uting,uling
30472,rakyatku,rakyat
30473,tulisannn,tulisan
30474,mainannya,
30475,chtanya,
30476,leeee,lebe
30477,stuck,saucu
30478,emasnya,empunya
30479,1000k,
30480,wikwikwik,
30481,trep,trap
30482,pemerentah,pemerintah
30483,ditinggikan,
30484,susi,sasi
30485,tess,teks
30486,mulai2,mulai
30487,pndeta,pendeta
30488,merindingg,merinding
30489,pentingin,pendingin
30490,kimochi,kimci
30491,natalie,natal
30492,diperdebat,
30493,sembunyiin,sembunyi
30494,dompetnya,
30495,kslungsk,kelungsu
30496,rapper,rader
30497,sekarng,sekang
30498,ngacng,nang
30499,pertandingannya,
30500,megawati,megawatt
30501,moey2geboy,
30502,karana,kabana
30503,2018,
30504,kow,klw
30505,jek,je
30506,pengkorupsi,
30507,apartemennya,
30508,cece2ku,
30509,kuy,ku
30510,carokkk,carok
30511,ngewek,nenek
30512,jiwanya,
30513,nyelametin,
30514,paansi,pakansi
30515,manfaatin,manfaat
30516,kekalahannya,
30517,ngelahirin,
30518,mon,man
30519,bekanda,belanda
30520,cgn94,
30521,majuuuu,
30522,reoni,reuni
30523,daaaaa,daayah
30524,xl,x
30525,mentingkan,melantingkan
30526,iyata,ikat
30527,mike,mie
30528,m9ney,manee
30529,sexsi,seisi
30530,knzy,kaiy
30531,cepeet,cemeeh
30532,hasto,hasta
30533,ngundang,
30534,menyeu,menkeu
30535,lf,l
30536,pilternya,
30537,padahalmah,
30538,sedeatil,secentil
30539,sukumu,sekufu
30540,true,truf
30541,thuong,taung
30542,suffering,
30543,nglht,
30544,diyam,diam
30545,glowing,
30546,pilihin,pilihan
30547,25cm,
30548,raci,rabi
30549,nant,nan
30550,koment,komen
30551,alanate,abanat
30552,keoencet,kepencut
30553,putting,puting
30554,bertahun2,bertahun
30555,ditampilkan,
30556,wwkwkwkwk,
30557,wanna,waina
30558,fihak,faham
30559,cantikkkk,
30560,aaaaaahhhh,
30561,leenggpaaa,
30562,kemuran,kapuran
30563,ngerekam,
30564,lantamn,lantam
30565,susbanend,
30566,becandain,
30567,emosian,elusian
30568,liatnyaaaaaaaa,
30569,doso,deso
30570,tahannn,tahanan
30571,tkj,tk
30572,nutup2in,
30573,wmwkwkw,
30574,relaaa,rebana
30575,gaksih,gabsi
30576,genderisasi,
30577,popol,popok
30578,gemay,gema
30579,gd,g
30580,hidupnya,
30581,nyembul,
30582,abissss,
30583,dinomensen,
30584,kobel,kabel
30585,hello,halo
30586,pmbullyan,
30587,upon,udon
30588,kendoolll,
30589,implant,implan
30590,diantara,dirgantara
30591,alumani,alumni
30592,diapresiasi,depresiasi
30593,wabarakatun,wabarakatuh
30594,pmbenaran,pembenaran
30595,taobat,tabat
30596,nicol,naco
30597,gapo,gaco
30598,safeeeaa,
30599,siva,sia
30600,wkwwk,wakwak
30601,batalin,batalion
30602,crom,caem
30603,emnag,emak
30604,lamaan,laman
30605,anjinggggg,
30606,savage,salvage
30607,ruja,raja
30608,seccession,
30609,widianto,
30610,oprasian,
30611,ngerampok,
30612,akanya,adanya
30613,keluarin,keluaran
30614,teorinaaa,
30615,macibayy,
30616,ringanin,ringan
30617,mngkin,mangkin
30618,apio,agio
30619,guu,gau
30620,iemahh,
30621,tuwa,tawa
30622,padanglawas,padang lawas
30623,punahh,punah
30624,shes,smes
30625,dehh,deh
30626,ngadu,ngada
30627,malihat,melihat
30628,beneeeerrr,
30629,bls,bas
30630,apah,abah
30631,perbudak,perbudakan
30632,dorg,dong
30633,pengancroottttt,
30634,kotololan,ketololan
30635,penjahatnya,
30636,nod,nid
30637,rambuuuuuuttttt,
30638,ditambah2i,
30639,evil,etil
30640,7adalah,
30641,teteng,tebeng
30642,gakan,gagan
30643,trus,terus
30644,freak2,
30645,bangetluar,
30646,terrrr,teror
30647,aseeeem,
30648,1jtxl,
30649,d4l4m,dalam
30650,donlot,doblet
30651,keciduk,kecipuk
30652,torok,terok
30653,sereceh,seremeh
30654,tidakkkk,
30655,ngetikpun,
30656,sher,ser
30657,sob,sgb
30658,berpakaianya,berpakaian
30659,sirtu,sertu
30660,cyank,caek
30661,dongggss,
30662,reh,re
30663,ngumpulkan,
30664,seseru,seser
30665,keknya,kenya
30666,dmnee,dane
30667,sbyo,sabo
30668,trnaknya,
30669,ngang,nang
30670,mashhee,
30671,bnget,baget
30672,tolongin,tolong
30673,sispa,sespa
30674,tetewwww,
30675,adilnya,adanya
30676,gasihhhh,
30677,bolehkah,bolehan
30678,opening,
30679,kebanyaan,kebanyakan
30680,saphire,sahir
30681,ngeluarinnya,
30682,xley,xilem
30683,lukai,luka
30684,solikin,sikin
30685,oknumnya,
30686,sakno,sano
30687,asthgfirruwlohhalazim,
30688,kekamu,kekam
30689,mncritakan,menceritakan
30690,rameinn,rambin
30691,yakult,yakut
30692,crew,caek
30693,nyengirr,
30694,lucunyaaaaaaa,
30695,tuduhkan,tuduhan
30696,sglanya,sanya
30697,tij,ti
30698,terpisa,terpica
30699,digitalpun,digitalin
30700,kepropensi,
30701,atuuh,atuh
30702,dipengguna,
30703,bgako,bako
30704,tingking,tengking
30705,sieepp,sikep
30706,liatnyaa,
30707,gulune,gulung
30708,boomerang,bumerang
30709,gttwul,gatul
30710,tranmisi,transisi
30711,gils,gila
30712,bhs,bas
30713,feeling,
30714,dibanned,
30715,disek,direk
30716,seveen,segmen
30717,kebaikanmu,kebaikan
30718,npa,na
30719,kno,kano
30720,wowo,woto
30721,dicuekin,
30722,baca2,baca
30723,sarat2,sarat
30724,tertutp,tertutup
30725,unto,unho
30726,benjolannya,
30727,huhhhhh,
30728,hamaaaaa,
30729,dunianya,
30730,troossss,
30731,kegatelan,kegatalan
30732,geesss,genesis
30733,nuu,nau
30734,bodo2,bodo
30735,whillie,
30736,help,hela
30737,ozowa,ozon
30738,orggg,orang
30739,guruku,guruk
30740,abess,abas
30741,menilainya,
30742,tayo,tabo
30743,jannn,janin
30744,astaghfirullaaah,
30745,dengarnya,
30746,putuskan,putusan
30747,ciwi,cawi
30748,gae,ga
30749,dibilang,didiang
30750,cerahh,cerah
30751,anteknya,antena
30752,20jt,
30753,bgd,bad
30754,omngan,omongan
30755,hentinya,
30756,sedlm2,sedam
30757,gunungmu,gunung
30758,rempang,rampang
30759,marganya,margana
30760,primawan,primata
30761,wedeeh,wede
30762,perhari,perhati
30763,telephone,telephon
30764,kameraman,kameramen
30765,explore,employe
30766,unuy3,unud
30767,permainya,permainan
30768,ngesus,negus
30769,mbiak,mbak
30770,galatasaray,
30771,ujuk2,ujuk
30772,peminpin,pemimpin
30773,khalid,khali
30774,perjalananya,perjalanan
30775,parca,para
30776,pempus,pampas
30777,unlocked,
30778,desde,dedek
30779,bnggin,banggan
30780,press,pres
30781,bantul,bandul
30782,keteta,kereta
30783,sorry,sherry
30784,jengkik,jenggik
30785,ketangkepnya,
30786,titahing,
30787,bk,b
30788,koinya,kanya
30789,nindak,nanda
30790,tinggalkanya,
30791,pelakukan,pelapukan
30792,hebatan,hajatan
30793,nganggep,
30794,syuka,suka
30795,backgroundnya,
30796,ilaa,ilah
30797,njeplake,
30798,tyh,tah
30799,maju2in,majun
30800,dicemari,
30801,simpanseee,simpanse
30802,indahmu,indah
30803,download,
30804,wat,wa
30805,jngkel,jengkel
30806,kameramenya,kameramen
30807,dimushollah,
30808,bejimbun,bejibun
30809,keinziy,khinzir
30810,baby,bab
