index,slang_word
14994,mwkli
14995,mncappp
14996,cyak
14997,gondal
14998,follower
14999,taming
15000,bertamabah
15001,sejahra
15002,ngonku
15003,komenenan
15004,offff
15005,khoek
15006,inginkan
15007,retta
15008,sempurnaaa
15009,ambatukam
15010,harusss
15011,pihan
15012,2423
15013,biasalah
15014,8mwnit
15015,taratak
15016,sedii
15017,gble
15018,sayaa
15019,ramehin
15020,riweuh
15021,dipakai
15022,lengenda
15023,geus
15024,sadbor
15025,merekaaaaa
15026,nakutin
15027,vit
15028,semualah
15029,gintingg
15030,jalankan
15031,bangzaaaaaddd
15032,minannar
15033,zawa
15034,dindonesia
15035,ujntuk
15036,sakola
15037,perlunya
15038,shg
15039,kepimpinan
15040,bngetz
15041,petronas
15042,sanalah
15043,nasip
15044,kmha
15045,meninggall
15046,baiik
15047,tsunade
15048,rilex
15049,camera
15050,rynld
15051,jjah
15052,rezaaaaaaa
15053,klopo
15054,grbek
15055,nyess
15056,mrknyg
15057,host
15058,cantii
15059,diposting
15060,opramini
15061,3mnit
15062,eq
15063,itula
15064,leg
15065,digabung
15066,bebes
15067,woiiiii
15068,sekaliankenapa
15069,iput
15070,8menawarkan
15071,penyebah
15072,should
15073,sinilah
15074,dichannel
15075,ngerasaaa
15076,punye
15077,nathalie
15078,buruu
15079,temannya
15080,dengkulnya
15081,ngituli
15082,sawahe
15083,masa2
15084,ttep
15085,norwey
15086,ggra
15087,nai
15088,berakhlak
15089,warganyo
15090,gangguin
15091,selebbbb
15092,umatnya
15093,bejad
15094,500
15095,omes
15096,aduhhhhhhhh
15097,disap
15098,roblok
15099,preeettttt
15100,653
15101,dilobang
15102,sopa
15103,himee
15104,idealiss
15105,descansa
15106,hu
15107,membership
15108,blue
15109,cantika
15110,utarain
15111,pritt
15112,ngatuk
15113,pashal
15114,gkin
15115,donald
15116,anjil
15117,naaaw
15118,blackhole
15119,playgiat
15120,gayamuu
15121,dimas
15122,awawaw
15123,tahalu
15124,pelafalannya
15125,kosonh
15126,bcnda
15127,rasanyaaa
15128,jahajajjjj
15129,dimabok
15130,excimer
15131,bziirrrr
15132,heeeemm
15133,ok2
15134,buwak
15135,kerreeen
15136,dija
15137,wt
15138,perbutan
15139,syaaang
15140,25
15141,blaming
15142,datengin
15143,hardy
15144,tobatt
15145,nyoooo
15146,55
15147,misquin
15148,zonk
15149,even
15150,beza
15151,gapuro
15152,proyeksikan
15153,173
15154,mony
15155,mauu
15156,googling
15157,berunei
15158,ngikngik
15159,voy
15160,bello
15161,puffttttt
15162,ignore
15163,estrovertida
15164,nagihh
15165,mengko
15166,perlukan
15167,manusia2nya
15168,mantong
15169,kirain
15170,klk
15171,pembelaanmu
15172,kerudungny
15173,duat
15174,anjjjh
15175,pantasan
15176,eneg
15177,4ev
15178,autoblow
15179,nepuk
15180,sejagad
15181,wiwi
15182,pokonya
15183,meratukan
15184,jemaatnya
15185,bakmie
15186,morning
15187,hadju
15188,potential
15189,cangcut
15190,yanyain
15191,apalahhh
15192,diduniawi
15193,manggon
15194,work
15195,15mnit
15196,agama2
15197,ultramegawati
15198,pulupulu
15199,bisana
15200,samma
15201,tante2
15202,nagai
15203,umumin
15204,temenaaaannn
15205,bdn
15206,898
15207,robah
15208,baseball
15209,ngeut
15210,anyeong
15211,kaput
15212,negera
15213,mnuju
15214,nanggepin
15215,kulitvkek
15216,emanf
15217,dstu
15218,sletingnya
15219,diicip
15220,sestgh
15221,kacanya
15222,peringatin
15223,kontroversinya
15224,gal
15225,bngtttttt
15226,999999999999999999999999999999999999999999999999999999999999999999999999999999999kayak
15227,dipenjarakan
15228,melihatttnya
15229,macem
15230,disabah
15231,siiiiiii
15232,adiku
15233,cumanto
15234,jauhh
15235,cuwilik
15236,ceree
15237,bobiy
15238,hancurin
15239,hpku
15240,trnk
15241,halikk
15242,sekaliiii
15243,six
15244,usik2
15245,perbaaiki
15246,ichiki
15247,toketnyee
15248,sexoy
15249,chikka
15250,kontrn
15251,gr2
15252,kalinya
15253,games
15254,izharr
15255,membentuknya
15256,insya
15257,wii
15258,jak
15259,jauh2in
15260,ditontonn
15261,pansila
15262,janag
15263,wujut
15264,brycen
15265,utub
15266,semawur
15267,eug
15268,dipisahkan
15269,nengangkat
15270,bonge
15271,anjy
15272,cnnntikkk
15273,balesann
15274,dhan
15275,bluun
15276,pasticuan72
15277,nauzubillah
15278,kilometers
15279,42
15280,youtubennya
15281,ello
15282,tua2
15283,pitek
15284,speaking
15285,drenase
15286,stoplah
15287,dikorbankan
15288,david
15289,gitu2an
15290,ngintip
15291,kounde
15292,kayae
15293,hadeuuuuh
15294,menbag
15295,diluruskan
15296,berpaedah
15297,trnyata
15298,tabuai
15299,mcbrews
15300,ekwkwkw
15301,rakyatnya
15302,gennya
15303,thing
15304,gapuya
15305,wlpn
15306,spoken
15307,menyebutnya
15308,ajakah
15309,duaratus
15310,matanya
15311,sprit
15312,nerala
15313,fkis
15314,agak2
15315,yss
15316,rumahku
15317,ngecopy
15318,lucu2an
15319,punishment
15320,hskalgdbjakdgbwk
15321,komennn
15322,lebi
15323,unmatched
15324,percerahan
15325,86
15326,naki
15327,komentarnyaa
15328,sklai
15329,dila
15330,tkleh
15331,ehhhhhh
15332,mka
15333,googlw
15334,21jt
15335,ecat
15336,ngiles
15337,sensasimu
15338,ejekulasi
15339,semogaaa
15340,ngpaen
15341,blud
15342,bangkitt
15343,bangetzz
15344,siliwangi
15345,gub
15346,kalimat2
15347,mkanya
15348,penganutnya
15349,monconge
15350,wkwkwkwkwkkwkwkwkwwk
15351,owngwtahuan
15352,aromanya
15353,mentalnya
15354,dijadikan
15355,pitaloka
15356,syum
15357,ngejawab
15358,ygg
15359,kontenin
15360,hewannya
15361,puasss
15362,kramas
15363,smells
15364,smg
15365,diklik
15366,tiren
15367,besa
15368,bombes
15369,cri
15370,sepperti
15371,contohnya
15372,jln
15373,aperkat
15374,death
15375,disodorin
15376,lovv
15377,hodi
15378,ditidurkan
15379,kenapalah
15380,ayena
15381,daerah2
15382,diplototin
15383,mls
15384,hamilin
15385,behelnya
15386,vintage
15387,10x
15388,ngabeaken
15389,koreanya
15390,oojo
15391,shafeea
15392,ussah
15393,ngangsrodin
15394,kebayang
15395,bergoayang
15396,smean
15397,dicium
15398,solehot
15399,oleah
15400,whatever
15401,euuy
15402,petinggi2nya
15403,ngebayangin
15404,diga
15405,provokatip
15406,selimutnya
15407,abisin
15408,caknyo
15409,komeen
15410,cab
15411,porstar
15412,kremes
15413,saeng
15414,deymmm
15415,pic
15416,modelannya
15417,nfs
15418,kjln
15419,keangkatnta
15420,ngena
15421,kadang2
15422,ragunan
15423,wkwkkwwk
15424,asik2
15425,bluetooth
15426,introgasi
15427,pamannya
15428,mnggo
15429,diporting
15430,uhuy22
15431,bangqeeeee
15432,basicnya
15433,hiduplah
15434,uayu
15435,dawod
15436,haha
15437,dg789
15438,udehh
15439,kenpa
15440,nerake
15441,darahnya
15442,tmn
15443,modenya
15444,jann
15445,52
15446,keryawan
15447,jantungg
15448,tgn
15449,apologise
15450,ntar
15451,4n
15452,rapopo
15453,kesilapan
15454,sluruh
15455,plllllsss
15456,kakeh
15457,gisellla
15458,komen2
15459,munaficc
15460,speises
15461,2011
15462,leee
15463,negativ
15464,nego
15465,naelle
15466,ngumpet
15467,kainyah
15468,uuuhh
15469,lesbong
15470,logila
15471,rp1
15472,200an
15473,jelek2in
15474,traffic
15475,itali
15476,opy
15477,ngerang
15478,dalamut
15479,termiskin
15480,nyampe
15481,sodara
15482,panjiii
15483,nyh
15484,adaka
15485,esbeye
15486,theee
15487,deyyymm
15488,manggil
15489,brgoin
15490,brppp
15491,placer
15492,mnginkannya
15493,dilechin
15494,bukak
15495,komennyaaa
15496,safitri
15497,bisanya
15498,kayakkkk
15499,nganti
15500,yaudhhh
15501,horeg
15502,skintone
15503,dubay
15504,ngenunggulin
15505,pidio
15506,membiayain
15507,minji
15508,konak
15509,nokae
15510,umar
15511,dikunjungi
15512,kehidupannya
15513,malooo
15514,jooosss
15515,perempuannya
15516,lurusan
15517,coq
15518,seenggaknya
15519,dket2
15520,ddi
15521,susine
15522,pull
15523,78x
15524,whaooiwwww
15525,squidward
15526,camtik
15527,menemaninya
15528,diw
15529,nyarapp
15530,coachnya
15531,kebunnya
15532,penida
15533,eksporasi
15534,waw
15535,auraaaa
15536,bhigmo
15537,s3ks
15538,loohhh
15539,country
15540,bannednya
15541,mahakam
15542,tuwir
15543,palemtod
15544,negar
15545,adult
15546,sucu
15547,dikehidupan
15548,47
15549,tbh
15550,videographer
15551,bilekk
15552,dipotong
15553,wulandari
15554,keberuntunganmu
15555,steady
15556,byy
15557,buzzer2
15558,cuuuuuk
15559,nyuakkkkkk
15560,nando
15561,bijaksanan
15562,skkkiiiippp
15563,crott
15564,rb
15565,19thun
15566,idak
15567,kangg
15568,jagan
15569,astagfiruallah
15570,sholawatan
15571,nasuf
15572,sitok
15573,brg
15574,bunnnt
15575,grebeknya
15576,ato
15577,ampunn
15578,satriaa
15579,lawd
15580,puff
15581,woooowwwww
15582,klepto
15583,mnum
15584,beugituh
15585,lobi2
15586,271triliun
15587,bans
15588,suscribenya
15589,niw
15590,eoni
15591,persiapankan
15592,dijambak
15593,ngelles
15594,tenggeret
15595,singgkil
15596,budhe
15597,reminder
15598,shaming
15599,diazab
15600,munaf1k
15601,eseh
15602,ngakaka
15603,uhhh
15604,tat
15605,mlete
15606,dipukulan
15607,kondomin
15608,tailaso
15609,siapo
15610,uyani
15611,ngipii
15612,nuyyyuy
15613,kosyakkkkk
15614,dkt
15615,tanganya
15616,betulll
15617,nyaaa
15618,mancall
15619,badanku
15620,malng
15621,icikboss
15622,400
15623,pendukungnya
15624,sons
15625,kluargnya
15626,pegalaman
15627,heren
15628,2045
15629,pemoeda
15630,kutahu
15631,pler
15632,napakan
15633,dalm
15634,aallah
15635,saee
15636,swl
15637,ykan
15638,prestasinya
15639,segerobak2nya
15640,nabimu
15641,digntikan
15642,wkwkwkwkkwkwk
15643,salty
15644,hamaa
15645,betd
15646,suniti
15647,ebel
15648,pmpuan
15649,dazzling
15650,apple
15651,pengikutnya
15652,nyulut
15653,19detiknya
15654,channnelnya
15655,torensi
15656,uuc
15657,ngebuat
15658,remainder
15659,sewok
15660,terjdi
15661,dipantulin
15662,tawuuu
15663,pffftt
15664,link1
15665,100kilo
15666,institusinya
15667,tutupin
15668,qoza
15669,kulito
15670,napa
15671,stresssku
15672,7283
15673,kurng
15674,distance
15675,mnhh
15676,mantaps
15677,lepasin
15678,gabaik
15679,gituhh
15680,uciha
15681,engakau
15682,gbu
15683,nyonyok
15684,mirisnya
15685,kecewain
15686,spatu
15687,organnya
15688,nabiyyuka
15689,2jam
15690,esplosivo
15691,dibelimbing
15692,sekikenker
15693,diminta
15694,kasiih
15695,kesini
15696,indocabul
15697,iyuh
15698,banhh
15699,rme
15700,kesitu
15701,lancauwa
15702,stoknya
15703,katee
15704,metu
15705,udinn
15706,wingi
15707,syuumm
15708,tapiii
15709,syahputra
15710,bossku10
15711,tercerdas
15712,suansi
15713,popell
15714,ran
15715,lipsing
15716,syakira
15717,1500
15718,gaena
15719,tmpuling
15720,anymore
15721,daniiii
15722,gelem
15723,kloo
15724,uangnyaa
15725,jokowi
15726,sebetul
15727,dibukakan
15728,mncerminkn
15729,mikhana
15730,faptronaut
15731,bndar
15732,ngertiii
15733,jelasbiti
15734,ntok
15735,purnomo
15736,mantab2
15737,kezel
15738,700k
15739,agamaissss
15740,gifway
15741,selfish
15742,bicarax
15743,bentuke
15744,honda
15745,biddumb
15746,komenna
15747,lubangnya
15748,generasi88
15749,cmiwiw
15750,resepnya
15751,30menit
15752,ame
15753,zembut
15754,ndeleng
15755,taunya
15756,ayase
15757,adengan
15758,gurune
15759,daj
15760,3b
15761,pkok
15762,rando
15763,koloran
15764,excited
15765,luhuttt
15766,jtx
15767,kejakarta
15768,kickingnya
15769,anget
15770,grammar
15771,boooooooooo
15772,senyata2
15773,nyicip
15774,oneesan
15775,bogeme
15776,heret
15777,komentarin
15778,lumbuk
15779,bear
15780,1rb
15781,kopiko
15782,dibuktikan
15783,injury
15784,indahx
15785,trobosan
15786,hbs
15787,heheheee
15788,ngomonh
15789,gonggongin
15790,majuuu
15791,hae
15792,10jta
15793,l7
15794,piko
15795,penghasik
15796,linie
15797,ibox
15798,kepribadiannya
15799,dewe
15800,mnghina
15801,namm
15802,tongi
15803,haadiir
15804,2nya
15805,tersrahhh
15806,introvert
15807,didnt
15808,bahanny
15809,jancukan
15810,beking
15811,kuu
15812,webb
15813,11jt
15814,bwahahahha
15815,2006
15816,bnh
15817,tinjunya
15818,seriea
15819,masyrakat
15820,vanessa
15821,bellen
15822,price
15823,kebaned
15824,dibangunin
15825,keresteng
15826,kutakutkan
15827,lucuu
15828,skyrock
15829,yeyek
15830,rembo
15831,yuuuu
15832,ekboh
15833,mulkidi
15834,ngedidik
15835,dikontrol
15836,nnggaaa
15837,sprty
15838,resikonya
15839,trening
15840,gates
15841,mengiurkan
15842,food
15843,poppo
15844,huuuhh
15845,pemamdanngan
15846,nott
15847,trasmigrasi
15848,rieeaction
15849,seruuuu
15850,asyu
15851,dokon
15852,mabokk
15853,sieh
15854,daerahku
15855,esmosi
15856,ssl
15857,bossku6
15858,motherless
15859,kuatin
15860,kxkh
15861,bruhhh
15862,kepergiannya
15863,jumaat
15864,publikasikan
15865,hade
15866,nyoooooooo
15867,happy
15868,zaf
15869,meberikan
15870,pnte
15871,simpsons
15872,enak2
15873,jauhin
15874,ess
15875,200124
15876,suamiku
15877,nambahkan
15878,palemba
15879,siiih
15880,alwaysnever
15881,pasabaaa
15882,njancu
15883,guwa
15884,deaf
15885,imajinasimu
15886,multono
15887,jaruh
15888,begni
15889,kemendegri
15890,dibersihkan
15891,nanya2
15892,jaawwaaaa
15893,maksiatnya
15894,sorg4
15895,waliddd
15896,nyatanya
15897,uuuuhhhh
15898,anunya
15899,cewekmya
15900,takkk
15901,tdak
15902,benjuti
15903,nuku
15904,kudaa
15905,hartamu
15906,ker
15907,hurairah
15908,pemerkaos
15909,inpuss
15910,yaampun
15911,uasyikkkk
15912,jellekkan
15913,nyese
15914,ayek
15915,untukmu
15916,peaches
15917,dhe
15918,berkali
15919,beneranya
15920,segerakan
15921,hahahahhhhhaaaaaa
15922,nabsu
15923,cacaseasonnnnnnnn
15924,tman
15925,kokopnya
15926,ybmirxiygao
15927,brooooh
15928,strategii
15929,pemandanganya
15930,ketinju
15931,ditunjukan
15932,japanes
15933,wauu
15934,moon
15935,126
15936,karma2
15937,oplay
15938,tobhali
15939,kekota2
15940,lika
15941,dhehany
15942,yjxtno
15943,behind
15944,mriss
15945,gasemuanya
15946,joo
15947,sur
15948,waliadin
15949,prerogratif
15950,pelu
15951,dibatesin
15952,berkerja
15953,kkurangan
15954,okee
15955,uaaasuuuuu
15956,kuatttt
15957,realisasiin
15958,maaafff
15959,bgsan
15960,cokmek
15961,paedahnya
15962,sound
15963,mengjalangai
15964,pemikran
15965,meki
15966,edistv
15967,mint
15968,ituuu
15969,bujud
15970,safiloid
15971,lopenya
15972,seting
15973,chima
15974,ratuku
15975,centik
15976,kmbar
15977,ngmg
15978,lurusin
15979,nahannn
15980,cristen
15981,1000000
15982,mmexx
15983,unyee
15984,mntppp
15985,gacorrr
15986,dogi
15987,membludak
15988,muaaaaknyooooos
15989,nyinyirin
15990,2014
15991,palmbg
15992,samoai
15993,suhu2
15994,mss
15995,iwonthe
15996,dengarkan
15997,kakakaa
15998,bahasax
15999,rkus
16000,kakz
16001,yutup
16002,crooot
16003,cara2
16004,imron
16005,dkk
16006,akhalak
16007,gwe
16008,pire
16009,kudatangi
16010,bjiirrr
16011,tegakkan
16012,memperpecah
16013,kubeliin
16014,kannn
16015,hitaamnya
16016,smooting
16017,kmr
16018,dillah7155
16019,boken
16020,dopp
16021,s10t
16022,hapuss
16023,qur
16024,manjadi
16025,jlan
16026,hhhi
16027,pilisi
16028,tawu
16029,mpara
16030,cipeundeuy
16031,beuki
16032,dipikirin
16033,aiapa
16034,lht
16035,pleaser
16036,mnikahi
16037,sbnernya
16038,bigedike
16039,syetan
16040,meets
16041,hokage
16042,hhuuuuhuuuuuuuuuuu
16043,gokil2
16044,uuuh
16045,santrinya
16046,mencuba
16047,izul16
16048,dirinci
16049,geli2
16050,society
16051,100kg
16052,2x
16053,kysf
16054,albana
16055,dicepit
16056,sawama
16057,kwik
16058,turunnya
16059,meragain
16060,2022
16061,emann
16062,yaahhh
16063,anjim
16064,perusahan
16065,sekalih
16066,stoner
16067,tampa
16068,andelin
16069,fransiakus
16070,kitaa
16071,pbyana
16072,napoli
16073,medyyy
16074,backup
16075,wkwkwkwkwk
16076,krena
16077,bosqiu
16078,dibuktekno
16079,mendiing
16080,dijkt
16081,ceraai
16082,ngacek
16083,arahin
16084,ulangi
16085,thuqin
16086,sygg
16087,cowonya
16088,41
16089,pi0
16090,bluk
16091,grepe
16092,hikshiks
16093,heaven
16094,podol
16095,ngira
16096,series
16097,stengah2
16098,mecotottt
16099,selakangan
16100,tinjujya
16101,menyaalaa
16102,busetttt
16103,ngibul
16104,bwing
16105,brntm
16106,tokeet
16107,yahahaha
16108,thats
16109,diaa
16110,gantiin
16111,ngekomen
16112,ngaceung
16113,kenalkan
16114,29
16115,snggat
16116,eyyy
16117,mossing
16118,seberng
16119,merapi
16120,core
16121,aggotamu
16122,eskrim
16123,beningggg
16124,malu2
16125,nma
16126,jelajahi
16127,sanking
16128,bgruubj38li
16129,aying
16130,profilx
16131,maureenza
16132,pelatihnya
16133,diperoleh
16134,iynn
16135,generation
16136,pemiat
16137,tiem
16138,politely
16139,dikampus
16140,laku2
16141,ginih
16142,dihadapkan
16143,kusimpan
16144,setipe
16145,vidiomu
16146,cahyati453
16147,permudah
16148,anyinh
16149,walker
16150,nyimeng
16151,wlprnya
16152,80juta
16153,penyaket
16154,kekgini
16155,witing
16156,kebaca
16157,tanggan
16158,paleka
16159,bergabunglah
16160,vous
16161,ramsi
16162,porting
16163,hjat
16164,lansg
16165,pengemis2
16166,nglihat
16167,200rb
16168,memnag
16169,karyawannya
16170,benerr
16171,koplok
16172,rate
16173,ngwor
16174,wedhos
16175,bahh
16176,gemulay
16177,krmbarnya
16178,dasisnya
16179,parent
16180,ngamera
16181,perempuanku
16182,holisticare
16183,herdi
16184,wrn
16185,huga
16186,ewoooooy
16187,healing
16188,ir
16189,viarin
16190,astafiruwloh
16191,piyek
16192,fokuslah
16193,kakek2
16194,pamer2in
16195,perutku
16196,massss
16197,penyabr
16198,anjritttt
16199,nilai2
16200,seponsor
16201,gakperlu
16202,kesalahannya
16203,praptya
16204,setirnya
16205,yappingnya
16206,ngelirik
16207,anjier
16208,kitaaaaa
16209,pke
16210,ajor
16211,chaneel
16212,dibuff
16213,jatuhin
16214,lampunya
16215,keyla
16216,di1
16217,sedlm
16218,masterpiece
16219,yupii
16220,tumh
16221,gamaooo
16222,pertanyakan
16223,menuruku
16224,ilate
16225,kipak
16226,djjjjjjj
16227,jujor
16228,scrol
16229,tumpah2
16230,roay
16231,gittingin
16232,less
16233,lhaaah
16234,gebernur
16235,asaaaau
16236,berkreatifitas
16237,lurusss
16238,istrinya
16239,buddy
16240,bilanh
16241,alesanya
16242,kd
16243,cantikkk
16244,zxcvbnm
16245,perihh
16246,wakanda
16247,khontol
16248,bngd
16249,inside
16250,inta
16251,balance
16252,tabrokallah
16253,ngajaran
16254,ngn
16255,cristina
16256,mabk
16257,mntap
16258,buy
16259,koleksinya
16260,tnya
16261,kakgak
16262,beaconcream
16263,hitamkan
16264,justified
16265,barpa
16266,surendol
16267,seperri
16268,liaatt
16269,srigala
16270,monyetttttttt
16271,oot
16272,diharpkan
16273,bio
16274,kuranggg
16275,kontl
16276,gaban
16277,duid
16278,iniiiiii
16279,orabg
16280,nobatin
16281,comepunk
16282,belck
16283,mosting
16284,speda
16285,dimn
16286,hehh
16287,beuhh
16288,tengo
16289,ditwitter
16290,nyebur
16291,ngocokk
16292,gapunya
16293,2024
16294,resource
16295,natalis
16296,shlt
16297,too
16298,saksinya
16299,bubub
16300,atasin
16301,xnak
16302,banguni
16303,naeknya
16304,jta
16305,eaeaeaaaaaaaa
16306,sharini
16307,gamt
16308,raiiimuu
16309,kiding
16310,myn
16311,kejamnya
16312,ngont
16313,pikirankuuuuuuu
16314,down
16315,jujung
16316,danou
16317,suaeanya
16318,shubuhnya
16319,diramein
16320,bahagian
16321,gek
16322,dws
16323,terimaa
16324,kontolquh
16325,bimo
16326,rusaklah
16327,nyuakk
16328,pgc789
16329,awowkwkkwkwkw
16330,haddeuh
16331,kelahatan
16332,repeted
16333,diobatin
16334,dmsukin
16335,beak
16336,amaa
16337,meletuss
16338,mengada
16339,allahuakbar
16340,yaampoon
16341,ena2
16342,tggu
16343,loginrrq88
16344,cuihh
16345,nyedot
16346,tkott
16347,tamberr
16348,ngecor
16349,ngocok
16350,muljem
16351,douyin
16352,primitiv
16353,linkk
16354,redbull
16355,seharga
16356,sejarahwan
16357,biasah
16358,mulyono
16359,also
16360,club
16361,serakahhhh
16362,dzolim
16363,remass
16364,dki
16365,mexi
16366,daaan
16367,traveling
16368,mantef
16369,dirikita
16370,sepik2
16371,hopengway
16372,kereen
16373,pakain
16374,awww
16375,culikk
16376,aquh
16377,hdupnya
16378,tuker
16379,bertemann
16380,dipundak
16381,ngosan
16382,lopyutuu
16383,sadio
16384,husbu
16385,ngejek
16386,dimulai
16387,septiktank
16388,notiff
16389,juma
16390,kalideres
16391,yaolo
16392,pertemuin
16393,nyebut2
16394,mraktekin
16395,beings
16396,lohhhh
16397,wadauuu
16398,megara
16399,chain
16400,nurutan
16401,boyy
16402,beutiful
16403,gordennya
16404,booth
16405,wkwkwkw
16406,omon2
16407,aya7iam
16408,always
16409,bagus2
16410,lalui
16411,baani
16412,wkwwww
16413,prisiden
16414,saudaramu
16415,tingkatkan
16416,jiing
16417,jugs
16418,ihkk
16419,akhak
16420,panyy
16421,mundurr
16422,jepek
16423,siehhhhhh
16424,flexing
16425,huhat
16426,lakh
16427,auraaatnya
16428,hny
16429,anakuda
16430,gannggu
16431,seronoknye
16432,alda
16433,quiz
16434,cristiano
16435,awkwkw
16436,iyakah
16437,dewa19
16438,up2
16439,coll
16440,sirakus
16441,tewww
16442,bhn
16443,brazil
16444,dasarkan
16445,mahasewa
16446,sabem2nya
16447,stlh
16448,ahhay
16449,ngntd
16450,tyuujjttftfd
16451,loca
16452,kukubima
16453,isyah
16454,ngakkkkk
16455,7mnt
16456,kotaku
16457,ew
16458,penggas
16459,haib
16460,ugama
16461,rebecc
16462,lakornya
16463,3o
16464,ngiri
16465,kakakku
16466,bangboby
16467,dipamerin
16468,punyabduit
16469,bgituan
16470,kampungggg
16471,kembaliii
16472,msok
16473,082229887889
16474,32scon
16475,bdoh
16476,17cm
16477,rahasianya
16478,iiiiitakutttt
16479,dolor
16480,lakukan
16481,sutrisno
16482,lch
16483,cry
16484,pongkor
16485,context
16486,boking
16487,dilestarikan
16488,tubles
16489,insaff
16490,aduuuh
16491,1milyar
16492,modusss
16493,direken
16494,operasionalnya
16495,malahh
16496,croot
16497,yaallahh
16498,ndalan
16499,bngsad
16500,dewok
16501,nangkepnya
16502,indeed
16503,ngapusi
16504,bedenggggg
16505,behati
16506,mutunya
16507,trueeee
16508,jeru
16509,sehebat
16510,chill
16511,mangil
16512,caranyaa
16513,cukup2
16514,menggaraihkan
16515,actually
16516,cangean
16517,dijidat
16518,rieview
16519,onty
16520,kasihku
16521,jafi
16522,sbelah
16523,etikanya
16524,kodom
16525,amplase
16526,blkng
16527,ajari
16528,wkwkkwkw
16529,sopann
16530,aleya
16531,lya
16532,dituggu
16533,dubespoker
16534,nguaworrr
16535,dahhh
16536,maruf
16537,hotelnya
16538,firulah
16539,uhg
16540,eww
16541,sesikit
16542,mewing
16543,cafe
16544,sme
16545,diambil
16546,cwo2
16547,brutt
16548,emeber
16549,devinisi
16550,ekekekek
16551,sama2
16552,rumhya
16553,1000000triliun
16554,ambilkan
16555,maaakkkk
16556,sebelahh
16557,attracting
16558,kemrn
16559,gaperlu
16560,semuaaaah
16561,wati28
16562,sekesi
16563,muliana
16564,relakan
16565,pikirrr
16566,kuadratriliun
16567,stronger
16568,delos
16569,meyapa
16570,laporin
16571,botakkk
16572,kalow
16573,strava
16574,riviu
16575,astagfirullaa
16576,apasumvahh
16577,gini2
16578,pepimpin
16579,3z
16580,gif
16581,child
16582,thor
16583,laurent
16584,adoi
16585,gilirang
16586,gencang
16587,muantep
16588,tebennn
16589,memng
16590,scat
16591,ketiknya
16592,sjrh
16593,cengir
16594,suarnya
16595,membacanya
16596,oii
16597,sirinya
16598,dibilangin
16599,juuuga
16600,dikadoin
16601,minumin
16602,ealaahhhh
16603,bos2
16604,knights
16605,mkirin
16606,alahh
16607,nice
16608,nenekmu
16609,menghujatnya
16610,cingire
16611,oceansighs
16612,bbeliaunya
16613,masbro
16614,tsi
16615,beet
16616,bergeliya
16617,deadwood
16618,riska
16619,nyaritakeun
16620,abang2an
16621,rfq
16622,dikit2
16623,local
16624,karisteng
16625,luv
16626,limpahkam
16627,nunu
16628,udahhhhhhhhhh
16629,10002
16630,guen
16631,ngelindungin
16632,nara
16633,makasi
16634,pndek
16635,putarannya
16636,geredgettan
16637,dipertontonkan
16638,anehlah
16639,bekali
16640,5ribu
16641,calek
16642,menylhkan
16643,80094
16644,bkkk
16645,mcacimaki
16646,darii
16647,kakiku
16648,virar
16649,mohonlah
16650,7jtt
16651,ngepil
16652,taunan
16653,kesebelas
16654,rodokkkk
16655,diacak
16656,aurad
16657,suwndi
16658,gitting
16659,congratulations
16660,cewe2
16661,republic
16662,pemake
16663,genera
16664,astagoy
16665,ngesubs
16666,selangor
16667,smping
16668,marjan
16669,uangnya
16670,ngecas
16671,stic
16672,bager
16673,anjirrt
16674,pausfranciskus
16675,oteng
16676,potongan2
16677,prairie
16678,komaru
16679,tanganku
16680,biarinn
16681,sower
16682,paniik
16683,merrid
16684,beraninya
16685,lokasina
16686,lads
16687,temen2
16688,gasken
16689,siaaaaa
16690,dudukin
16691,mayuh
16692,ngereact
16693,omg
16694,makmu
16695,dalan
16696,menjembut
16697,mekarkan
16698,kauala
16699,ngilerrrr
16700,samuel
16701,digampar
16702,smngtt
16703,jancuk
16704,mengrti
16705,kendore
16706,my
16707,natalia
16708,gebrakannya
16709,judooooo
16710,ssemua
16711,70jt
16712,apasi
16713,montokkk
16714,muhamand
16715,dressed
16716,penyampaianya
16717,brntam
16718,gtuan
16719,isukan
16720,bwingg
16721,vibo
16722,anjjaayyyy
16723,tinking
16724,laahh
16725,caperr
16726,kepake
16727,tulunggg
16728,bundaaaaaa
16729,waktunya
16730,pnggemarnya
16731,manusa
16732,sangat2
16733,njir
16734,wawwwww
16735,asooy
16736,sindi
16737,richter
16738,sekaternya
16739,pnsaran
16740,fauzan
16741,ndasmu
16742,kwn
16743,payudaramu
16744,kerjaanya
16745,srempett
16746,kaloo
16747,berlliana
16748,vangsaaattt
16749,udg
16750,nyemarin
16751,datangin
16752,oeee
16753,ciumannya
16754,jahatnya
16755,msk
16756,kecrak
16757,sayangi
16758,wanimal
16759,55555
16760,susribe
16761,kemarem
16762,ganteng2
16763,ief
16764,matap
16765,xinh
16766,zezen
16767,ngamer
16768,toure
16769,uyo
16770,peform
16771,because
16772,prettyy
16773,y5128
16774,perkoro
16775,akhir2ini
16776,selet
16777,wahaha
16778,mbohhh
16779,makk
16780,anjoyyy
16781,taher
16782,north
16783,kejiwaannya
16784,ibadahmu
16785,sid
16786,wike
16787,insyaa
16788,eak
16789,audacity
16790,selingkuhi
16791,cbk
16792,playing
16793,fantasiku
