komentar_id,Username,T_komentar,link
7468670980966744840,brllalala,sumanto meneng dodol pentol e disenggol,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468616706395538184,ainiiibae,gw yang rumahnya deket rumah sumanto💀☠️,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468598161972675349,avkarsydazynaa_,@nadyolll🫧🫧 😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468615238067520264,nanapsp18,anj☺,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468603868751987462,kecool,maksud Lo apa,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468579465120908050,deaaatihenita,@J Sunanto kak,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468598839413211922,jejejeniiiii,cintah ayah❤️❤️,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468563443914851089,nengapril,Tapi cewek kumisan tuh manis bang😁,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468543685811880722,dinn72_,BAPAKK GUEE,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468520666313065223,rxzyyy_24,eh mek nma bp gw itu pnte😭🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468440607771542278,wulan27cntk,Iu,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468371369077785349,.ya269,wkwkwk 😂,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468364382679139093,buterflay816,anyg🤣,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468336732398158599,dwirahmaaa_,@picaa cumanto😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468313084815180552,nengtirex,ini mah malah lucu anj😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468311845108302600,mainisintiya.04,langsung dpt🤣,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468310291361792788,the4yz,lebih ke arah alis nya si bg🤣,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468307917642351367,fina.uchiha,sumanto: tertawa tapi terluka😹😹,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468302234351239944,khnzsyff,anj😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468292680309965576,siiehhjuntakk,kwkwk blom tau cewe berkumis om?,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
